OTA25185.1	NAJP01000023.1	54.08	196	65	2	3	173	17	604	8e-76	  187
OTA25185.1	NAJP01000023.1	36.08	194	117	2	172	358	675	1256	8e-76	  115
OTA25185.1	NAJP01000144.1	54.08	196	65	2	3	173	60913	60326	1e-75	  187
OTA25185.1	NAJP01000144.1	36.41	195	115	4	172	358	60255	59674	1e-75	  115
OTA25185.1	NAJP01000098.1	54.08	196	65	2	3	173	975	388	8e-67	  187
OTA25185.1	NAJP01000098.1	44.23	104	52	1	172	269	317	6	8e-67	86.3
OTA25185.1	NAJP01000143.1	29.97	297	173	3	97	358	61930	62820	6e-29	  120
OTA32074.1	NAJP01000023.1	54.08	196	65	2	3	173	17	604	4e-67	  183
OTA32074.1	NAJP01000023.1	34.20	193	120	3	172	357	675	1253	4e-67	90.9
OTA32074.1	NAJP01000144.1	54.08	196	65	2	3	173	60913	60326	1e-66	  183
OTA32074.1	NAJP01000144.1	34.72	193	119	3	172	357	60255	59677	1e-66	89.7
OTA32074.1	NAJP01000098.1	54.08	196	65	2	3	173	975	388	2e-59	  183
OTA32074.1	NAJP01000098.1	46.77	62	33	0	172	233	317	132	2e-59	65.9
OTA32074.1	NAJP01000143.1	27.36	296	180	4	97	357	61930	62817	2e-18	87.8
OTA38829.1	NAJP01000016.1	50.07	719	194	20	1	692	504223	505965	1e-138	  465
OTA38829.1	NAJP01000016.1	64.29	56	20	0	822	877	506230	506397	5e-16	84.0
OTA38829.1	NAJP01000059.1	47.73	528	148	12	169	692	194691	195902	8e-92	  325
OTA38829.1	NAJP01000059.1	56.73	171	55	4	35	191	194246	194743	3e-32	  137
OTA38829.1	NAJP01000059.1	64.29	56	20	0	822	877	196140	196307	6e-16	84.0
OTA38829.1	NAJP01000034.1	36.36	99	53	2	150	238	393446	393150	5e-11	67.8
OTA38829.1	NAJP01000079.1	32.79	122	71	3	127	238	19718	19356	1e-10	66.6
OTA38829.1	NAJP01000143.1	51.43	35	17	0	162	196	59395	59291	6e-10	44.3
OTA38829.1	NAJP01000143.1	36.59	41	26	0	196	236	59232	59110	6e-10	39.7
OTA34553.1	NAJP01000016.1	57.50	480	126	12	38	494	504307	505581	1e-115	  394
OTA34553.1	NAJP01000016.1	30.81	211	89	5	563	773	505630	506091	6e-15	80.5
OTA34553.1	NAJP01000059.1	55.96	327	90	9	172	494	194691	195521	9e-106	  267
OTA34553.1	NAJP01000059.1	62.50	136	44	2	38	171	194246	194638	9e-106	  137
OTA34553.1	NAJP01000059.1	29.61	206	83	5	563	768	195570	196001	1e-13	75.9
OTA34553.1	NAJP01000034.1	36.36	99	53	2	153	241	393446	393150	2e-11	68.6
OTA34553.1	NAJP01000079.1	35.35	99	54	2	153	241	19652	19356	6e-11	67.4
OTA34553.1	NAJP01000143.1	51.43	35	17	0	165	199	59395	59291	4e-10	44.7
OTA34553.1	NAJP01000143.1	36.59	41	26	0	199	239	59232	59110	4e-10	40.0
OTA25324.1	NAJP01000144.1	87.98	649	76	2	385	1031	6465	8411	0.0	 1053
OTA25324.1	NAJP01000144.1	85.98	321	40	4	1	318	5310	6266	2e-179	  587
OTA25324.1	NAJP01000144.1	89.66	29	3	0	1031	1059	8468	8554	1e-07	56.6
OTA25324.1	NAJP01000077.1	87.52	649	79	2	385	1031	153665	151719	0.0	 1050
OTA25324.1	NAJP01000077.1	85.36	321	42	4	1	318	154820	153864	1e-178	  585
OTA25324.1	NAJP01000077.1	82.76	29	5	0	1031	1059	151648	151562	1e-06	53.5
OTA36028.1	NAJP01000077.1	87.98	649	76	2	385	1031	153665	151719	0.0	 1072
OTA36028.1	NAJP01000077.1	86.92	321	37	4	1	318	154820	153864	0.0	  593
OTA36028.1	NAJP01000077.1	82.76	29	5	0	1031	1059	151648	151562	1e-06	53.5
OTA36028.1	NAJP01000144.1	88.14	649	75	2	385	1031	6465	8411	0.0	 1071
OTA36028.1	NAJP01000144.1	86.92	321	37	4	1	318	5310	6266	0.0	  592
OTA36028.1	NAJP01000144.1	89.66	29	3	0	1031	1059	8468	8554	1e-07	57.0
